county_name,county_id,state,sanctuary
Hempstead County,05057,Arkansas,0
Hot Spring County,05059,Arkansas,0
Howard County,05061,Arkansas,0
Independence County,05063,Arkansas,0
Izard County,05065,Arkansas,0
Jackson County,05067,Arkansas,0
Jefferson County,05069,Arkansas,0
Johnson County,05071,Arkansas,0
Lafayette County,05073,Arkansas,0
Lawrence County,05075,Arkansas,0
Lee County,05077,Arkansas,0
Lincoln County,05079,Arkansas,0
Little River County,05081,Arkansas,0
Logan County,05083,Arkansas,0
Lonoke County,05085,Arkansas,0
Madison County,05087,Arkansas,0
Marion County,05089,Arkansas,0
Miller County,05091,Arkansas,0
Mississippi County,05093,Arkansas,0
Monroe County,05095,Arkansas,0
Montgomery County,05097,Arkansas,0
Nevada County,05099,Arkansas,0
Newton County,05101,Arkansas,0
Ouachita County,05103,Arkansas,0
Perry County,05105,Arkansas,0
Phillips County,05107,Arkansas,0
Pike County,05109,Arkansas,0
Poinsett County,05111,Arkansas,0
Polk County,05113,Arkansas,0
Pope County,05115,Arkansas,0
Prairie County,05117,Arkansas,0
Pulaski County,05119,Arkansas,0
Randolph County,05121,Arkansas,0
Saline County,05123,Arkansas,0
Scott County,05125,Arkansas,0
Searcy County,05127,Arkansas,0
Sebastian County,05129,Arkansas,0
Sevier County,05131,Arkansas,0
Sharp County,05133,Arkansas,0
St. Francis County,05135,Arkansas,0
Stone County,05137,Arkansas,0
Union County,05139,Arkansas,0
Van Buren County,05141,Arkansas,0
Washington County,05143,Arkansas,0
White County,05145,Arkansas,0
Woodruff County,05147,Arkansas,0
Yell County,05149,Arkansas,0
Alameda County,06001,California,1
Alpine County,06003,California,1
Amador County,06005,California,1
Butte County,06007,California,1
Calaveras County,06009,California,1
Colusa County,06011,California,1
Contra Costa County,06013,California,1
Del Norte County,06015,California,1
El Dorado County,06017,California,1
Fresno County,06019,California,1
Glenn County,06021,California,1
Humboldt County,06023,California,1
Imperial County,06025,California,0
Inyo County,06027,California,1
Kern County,06029,California,1
Kings County,06031,California,1
Lake County,06033,California,1
Lassen County,06035,California,1
Los Angeles County,06037,California,1
Madera County,06039,California,1
Marin County,06041,California,1
Mariposa County,06043,California,1
Mendocino County,06045,California,1
Merced County,06047,California,1
Modoc County,06049,California,1
Mono County,06051,California,1
Monterey County,06053,California,1
Napa County,06055,California,1
Nevada County,06057,California,1
Orange County,06059,California,1
Placer County,06061,California,1
Plumas County,06063,California,1
Riverside County,06065,California,1
Sacramento County,06067,California,0
San Benito County,06069,California,1
San Bernardino County,06071,California,1
San Diego County,06073,California,0
San Francisco County,06075,California,1
San Joaquin County,06077,California,1
San Luis Obispo County,06079,California,1
San Mateo County,06081,California,1
Santa Barbara County,06083,California,1
Santa Clara County,06085,California,1
Santa Cruz County,06087,California,1
Shasta County,06089,California,1
Sierra County,06091,California,1
Siskiyou County,06093,California,1
Solano County,06095,California,1
Sonoma County,06097,California,1
Stanislaus County,06099,California,1
Sutter County,06101,California,1
Tehama County,06103,California,1
Trinity County,06105,California,0
Tulare County,06107,California,1
Tuolumne County,06109,California,1
Ventura County,06111,California,0
Yolo County,06113,California,1
Yuba County,06115,California,1
Adams County,08001,Colorado,1
Alamosa County,08003,Colorado,1
Arapahoe County,08005,Colorado,1
Archuleta County,08007,Colorado,1
Baca County,08009,Colorado,1
Bent County,08011,Colorado,1
Boulder County,08013,Colorado,1
Broomfield County,08014,Colorado,1
Chaffee County,08015,Colorado,1
Cheyenne County,08017,Colorado,1
Clear Creek County,08019,Colorado,1
Conejos County,08021,Colorado,1
Costilla County,08023,Colorado,1
Crowley County,08025,Colorado,1
Custer County,08027,Colorado,1
Delta County,08029,Colorado,1
Denver County,08031,Colorado,1
Dolores County,08033,Colorado,0
Douglas County,08035,Colorado,1
Eagle County,08037,Colorado,1
El Paso County,08039,Colorado,1
Elbert County,08041,Colorado,1
Fremont County,08043,Colorado,1
Garfield County,08045,Colorado,1
Gilpin County,08047,Colorado,1
Grand County,08049,Colorado,1
Gunnison County,08051,Colorado,1
Hinsdale County,08053,Colorado,0
Huerfano County,08055,Colorado,1
Jackson County,08057,Colorado,0
Jefferson County,08059,Colorado,1
Kiowa County,08061,Colorado,1
Kit Carson County,08063,Colorado,1
La Plata County,08065,Colorado,1
Lake County,08067,Colorado,1
Larimer County,08069,Colorado,1
Las Animas County,08071,Colorado,1
Lincoln County,08073,Colorado,1
Logan County,08075,Colorado,1
Mesa County,08077,Colorado,1
Mineral County,08079,Colorado,0
Moffat County,08081,Colorado,1
Montezuma County,08083,Colorado,1
Montrose County,08085,Colorado,1
Morgan County,08087,Colorado,1
Otero County,08089,Colorado,1
Ouray County,08091,Colorado,0
Park County,08093,Colorado,1
Phillips County,08095,Colorado,0
Pitkin County,08097,Colorado,1
Prowers County,08099,Colorado,1
Pueblo County,08101,Colorado,1
Rio Blanco County,08103,Colorado,1
Rio Grande County,08105,Colorado,1
Routt County,08107,Colorado,1
Saguache County,08109,Colorado,1
San Juan County,08111,Colorado,0
San Miguel County,08113,Colorado,1
Sedgwick County,08115,Colorado,0
Summit County,08117,Colorado,1
Teller County,08119,Colorado,1
Washington County,08121,Colorado,1
Weld County,08123,Colorado,1
Yuma County,08125,Colorado,1
Fairfield County,09001,Connecticut,0
Hartford County,09003,Connecticut,0
Litchfield County,09005,Connecticut,0
Middlesex County,09007,Connecticut,0
New Haven County,09009,Connecticut,1
New London County,09011,Connecticut,0
Tolland County,09013,Connecticut,0
Windham County,09015,Connecticut,0
Kent County,10001,Delaware,0
New Castle County,10003,Delaware,0
Sussex County,10005,Delaware,0
District of Columbia,11001,District of Columbia,1
Alachua County,12001,Florida,1
Baker County,12003,Florida,1
Bay County,12005,Florida,0
Bradford County,12007,Florida,0
Brevard County,12009,Florida,0
Broward County,12011,Florida,1
Calhoun County,12013,Florida,0
Charlotte County,12015,Florida,1
Citrus County,12017,Florida,1
Clay County,12019,Florida,1
Collier County,12021,Florida,0
Columbia County,12023,Florida,0
DeSoto County,12027,Florida,1
Dixie County,12029,Florida,1
Duval County,12031,Florida,0
Escambia County,12033,Florida,1
Flagler County,12035,Florida,0
Franklin County,12037,Florida,1
Gadsden County,12039,Florida,1
Gilchrist County,12041,Florida,1
Glades County,12043,Florida,0
Gulf County,12045,Florida,1
Hamilton County,12047,Florida,0
Hardee County,12049,Florida,1
Hendry County,12051,Florida,0
Hernando County,12053,Florida,1
Highlands County,12055,Florida,1
Hillsborough County,12057,Florida,1
Holmes County,12059,Florida,0
Indian River County,12061,Florida,1
Jackson County,12063,Florida,0
Jefferson County,12065,Florida,0
Lafayette County,12067,Florida,1
Lake County,12069,Florida,1
Lee County,12071,Florida,1
Leon County,12073,Florida,1
Levy County,12075,Florida,1
Liberty County,12077,Florida,0
Madison County,12079,Florida,1
Manatee County,12081,Florida,1
Marion County,12083,Florida,1
Martin County,12085,Florida,1
MiamiDade County,12086,Florida,1
Monroe County,12087,Florida,0
Nassau County,12089,Florida,0
Okaloosa County,12091,Florida,1
Okeechobee County,12093,Florida,0
Orange County,12095,Florida,0
Osceola County,12097,Florida,1
Palm Beach County,12099,Florida,1
Pasco County,12101,Florida,1
Pinellas County,12103,Florida,0
Polk County,12105,Florida,1
Putnam County,12107,Florida,1
Santa Rosa County,12109,Florida,1
Sarasota County,12111,Florida,1
Seminole County,12113,Florida,1
St. Johns County,12115,Florida,0
St. Lucie County,12117,Florida,1
Sumter County,12119,Florida,1
Suwannee County,12121,Florida,1
Taylor County,12123,Florida,0
Union County,12125,Florida,1
Volusia County,12127,Florida,1
Wakulla County,12129,Florida,0
Walton County,12131,Florida,1
Washington County,12133,Florida,0
Appling County,13001,Georgia,0
Atkinson County,13003,Georgia,0
Bacon County,13005,Georgia,0
Baker County,13007,Georgia,0
Baldwin County,13009,Georgia,0
Banks County,13011,Georgia,0
Barrow County,13013,Georgia,0
Bartow County,13015,Georgia,0
Ben Hill County,13017,Georgia,0
Berrien County,13019,Georgia,0
Bibb County,13021,Georgia,0
Bleckley County,13023,Georgia,0
Brantley County,13025,Georgia,0
Brooks County,13027,Georgia,0
Bryan County,13029,Georgia,0
Bulloch County,13031,Georgia,0
Burke County,13033,Georgia,0
Butts County,13035,Georgia,0
Calhoun County,13037,Georgia,0
Camden County,13039,Georgia,0
Candler County,13043,Georgia,0
Carroll County,13045,Georgia,0
Catoosa County,13047,Georgia,0
Charlton County,13049,Georgia,0
Chatham County,13051,Georgia,0
Chattahoochee County,13053,Georgia,0
Chattooga County,13055,Georgia,0
Cherokee County,13057,Georgia,0
Clarke County,13059,Georgia,1
Clay County,13061,Georgia,0
Clayton County,13063,Georgia,1
Clinch County,13065,Georgia,0
Cobb County,13067,Georgia,0
Coffee County,13069,Georgia,0
Colquitt County,13071,Georgia,0
Columbia County,13073,Georgia,0
Cook County,13075,Georgia,0
Coweta County,13077,Georgia,0
Crawford County,13079,Georgia,0
Crisp County,13081,Georgia,0
Dade County,13083,Georgia,1
Dawson County,13085,Georgia,0
Decatur County,13087,Georgia,0
DeKalb County,13089,Georgia,0
Dodge County,13091,Georgia,0
Dooly County,13093,Georgia,0
Dougherty County,13095,Georgia,0
Douglas County,13097,Georgia,0
Early County,13099,Georgia,0
Echols County,13101,Georgia,0
Effingham County,13103,Georgia,0
Elbert County,13105,Georgia,0
Emanuel County,13107,Georgia,0
Evans County,13109,Georgia,0
Fannin County,13111,Georgia,0
Fayette County,13113,Georgia,0
Floyd County,13115,Georgia,0
Forsyth County,13117,Georgia,0
Franklin County,13119,Georgia,0
Fulton County,13121,Georgia,0
Gilmer County,13123,Georgia,0
Glascock County,13125,Georgia,0
Glynn County,13127,Georgia,0
Gordon County,13129,Georgia,0
Grady County,13131,Georgia,0
Greene County,13133,Georgia,0
Gwinnett County,13135,Georgia,0
Habersham County,13137,Georgia,0
Hall County,13139,Georgia,0
Hancock County,13141,Georgia,0
Haralson County,13143,Georgia,0
Harris County,13145,Georgia,0
Hart County,13147,Georgia,0
Heard County,13149,Georgia,0
Henry County,13151,Georgia,0
Houston County,13153,Georgia,0
Irwin County,13155,Georgia,0
Jackson County,13157,Georgia,0
Jasper County,13159,Georgia,0
Jeff Davis County,13161,Georgia,0
Jefferson County,13163,Georgia,0
Jenkins County,13165,Georgia,0
Johnson County,13167,Georgia,0
Jones County,13169,Georgia,0
Lamar County,13171,Georgia,0
Lanier County,13173,Georgia,0
Laurens County,13175,Georgia,0
Lee County,13177,Georgia,0
Liberty County,13179,Georgia,0
Lincoln County,13181,Georgia,0
Long County,13183,Georgia,0
Lowndes County,13185,Georgia,0
Lumpkin County,13187,Georgia,0
Macon County,13189,Georgia,0
Madison County,13191,Georgia,0
Marion County,13193,Georgia,0
McDuffie County,13195,Georgia,0
McIntosh County,13197,Georgia,0
Meriwether County,13199,Georgia,0
Miller County,13201,Georgia,0
Mitchell County,13205,Georgia,0
Monroe County,13207,Georgia,0
Montgomery County,13209,Georgia,0
Morgan County,13211,Georgia,0
Murray County,13213,Georgia,0
Muscogee County,13215,Georgia,1
Newton County,13217,Georgia,0
Oconee County,13219,Georgia,0
Oglethorpe County,13221,Georgia,0
Paulding County,13223,Georgia,0
Peach County,13225,Georgia,0
Pickens County,13227,Georgia,0
Pierce County,13229,Georgia,0
Pike County,13231,Georgia,0
Polk County,13233,Georgia,0
Pulaski County,13235,Georgia,0
Putnam County,13237,Georgia,0
Quitman County,13239,Georgia,0
Rabun County,13241,Georgia,0
Randolph County,13243,Georgia,0
Richmond County,13245,Georgia,0
Rockdale County,13247,Georgia,0
Schley County,13249,Georgia,0
Screven County,13251,Georgia,0
Seminole County,13253,Georgia,0
Spalding County,13255,Georgia,0
Stephens County,13257,Georgia,0
Stewart County,13259,Georgia,0
Sumter County,13261,Georgia,0
Talbot County,13263,Georgia,0
Taliaferro County,13265,Georgia,0
Tattnall County,13267,Georgia,0
Taylor County,13269,Georgia,0
Telfair County,13271,Georgia,0
Terrell County,13273,Georgia,0
Thomas County,13275,Georgia,0
Tift County,13277,Georgia,0
Toombs County,13279,Georgia,0
Towns County,13281,Georgia,0
Treutlen County,13283,Georgia,0
Troup County,13285,Georgia,0
Turner County,13287,Georgia,0
Twiggs County,13289,Georgia,0
Union County,13291,Georgia,0
Upson County,13293,Georgia,0
Walker County,13295,Georgia,0
Walton County,13297,Georgia,0
Ware County,13299,Georgia,0
Warren County,13301,Georgia,0
Washington County,13303,Georgia,0
Wayne County,13305,Georgia,0
Webster County,13307,Georgia,0
Wheeler County,13309,Georgia,0
White County,13311,Georgia,0
Whitfield County,13313,Georgia,0
Wilcox County,13315,Georgia,0
Wilkes County,13317,Georgia,0
Wilkinson County,13319,Georgia,0
Worth County,13321,Georgia,0
Hawaii County,15001,Hawaii,0
Honolulu County,15003,Hawaii,0
Kalawao County,15005,Hawaii,0
Kauai County,15007,Hawaii,0
Maui County,15009,Hawaii,0
Ada County,16001,Idaho,0
Adams County,16003,Idaho,0
Bannock County,16005,Idaho,0
Bear Lake County,16007,Idaho,0
Benewah County,16009,Idaho,0
Bingham County,16011,Idaho,0
Blaine County,16013,Idaho,0
Boise County,16015,Idaho,0
Bonner County,16017,Idaho,0
Bonneville County,16019,Idaho,0
Boundary County,16021,Idaho,0
Butte County,16023,Idaho,0
Camas County,16025,Idaho,0
Canyon County,16027,Idaho,0
Caribou County,16029,Idaho,0
Cassia County,16031,Idaho,0
Clark County,16033,Idaho,0
Clearwater County,16035,Idaho,0
Custer County,16037,Idaho,0
Elmore County,16039,Idaho,0
Franklin County,16041,Idaho,0
Fremont County,16043,Idaho,0
Gem County,16045,Idaho,0
Gooding County,16047,Idaho,0
Idaho County,16049,Idaho,0
Jefferson County,16051,Idaho,0
Jerome County,16053,Idaho,0
Kootenai County,16055,Idaho,0
Latah County,16057,Idaho,0
Lemhi County,16059,Idaho,0
Lewis County,16061,Idaho,0
Lincoln County,16063,Idaho,0
Madison County,16065,Idaho,0
Minidoka County,16067,Idaho,0
Nez Perce County,16069,Idaho,0
Oneida County,16071,Idaho,0
Owyhee County,16073,Idaho,0
Payette County,16075,Idaho,0
Power County,16077,Idaho,0
Shoshone County,16079,Idaho,0
Teton County,16081,Idaho,0
Twin Falls County,16083,Idaho,0
Valley County,16085,Idaho,0
Washington County,16087,Idaho,0
Adams County,17001,Illinois,0
Alexander County,17003,Illinois,0
Bond County,17005,Illinois,0
Boone County,17007,Illinois,0
Brown County,17009,Illinois,0
Bureau County,17011,Illinois,0
Calhoun County,17013,Illinois,0
Carroll County,17015,Illinois,0
Cass County,17017,Illinois,0
Champaign County,17019,Illinois,1
Christian County,17021,Illinois,0
Clark County,17023,Illinois,0
Clay County,17025,Illinois,0
Clinton County,17027,Illinois,0
Coles County,17029,Illinois,0
Cook County,17031,Illinois,1
Crawford County,17033,Illinois,0
Cumberland County,17035,Illinois,0
De Witt County,17037,Illinois,0
DeKalb County,17039,Illinois,0
Douglas County,17041,Illinois,0
DuPage County,17043,Illinois,0
Edgar County,17045,Illinois,0
Edwards County,17047,Illinois,0
Effingham County,17049,Illinois,0
Fayette County,17051,Illinois,0
Ford County,17053,Illinois,0
Franklin County,17055,Illinois,0
Fulton County,17057,Illinois,0
Gallatin County,17059,Illinois,0
Greene County,17061,Illinois,0
Grundy County,17063,Illinois,0
Hamilton County,17065,Illinois,0
Hancock County,17067,Illinois,0
Hardin County,17069,Illinois,0
Henderson County,17071,Illinois,0
Henry County,17073,Illinois,0
Iroquois County,17075,Illinois,0
Jackson County,17077,Illinois,0
Jasper County,17079,Illinois,1
Jefferson County,17081,Illinois,0
Jersey County,17083,Illinois,0
Jo Daviess County,17085,Illinois,1
Johnson County,17087,Illinois,0
Kane County,17089,Illinois,1
Kankakee County,17091,Illinois,0
Kendall County,17093,Illinois,0
Knox County,17095,Illinois,0
Lake County,17097,Illinois,0
LaSalle County,17099,Illinois,0
Lawrence County,17101,Illinois,0
Lee County,17103,Illinois,0
Livingston County,17105,Illinois,0
Logan County,17107,Illinois,0
Macon County,17109,Illinois,0
Macoupin County,17111,Illinois,0
Madison County,17113,Illinois,0
Marion County,17115,Illinois,0
Marshall County,17117,Illinois,0
Mason County,17119,Illinois,0
Massac County,17121,Illinois,0
McDonough County,17123,Illinois,0
McHenry County,17125,Illinois,1
McLean County,17127,Illinois,1
Menard County,17129,Illinois,0
Mercer County,17131,Illinois,0
Monroe County,17133,Illinois,0
Montgomery County,17135,Illinois,0
Morgan County,17137,Illinois,0
Moultrie County,17139,Illinois,0
Ogle County,17141,Illinois,0
Peoria County,17143,Illinois,0
Perry County,17145,Illinois,0
Piatt County,17147,Illinois,0
Pike County,17149,Illinois,0
Pope County,17151,Illinois,0
Pulaski County,17153,Illinois,0
Putnam County,17155,Illinois,0
Randolph County,17157,Illinois,0
Richland County,17159,Illinois,0
Rock Island County,17161,Illinois,0
Saline County,17163,Illinois,0
Sangamon County,17165,Illinois,0
Schuyler County,17167,Illinois,0
Scott County,17169,Illinois,0
Shelby County,17171,Illinois,0
St. Clair County,17173,Illinois,0
Stark County,17175,Illinois,0
Stephenson County,17177,Illinois,0
Tazewell County,17179,Illinois,0
Union County,17181,Illinois,0
Vermilion County,17183,Illinois,0
Wabash County,17185,Illinois,0
Warren County,17187,Illinois,0
Washington County,17189,Illinois,1
Wayne County,17191,Illinois,0
White County,17193,Illinois,0
Whiteside County,17195,Illinois,0
Will County,17197,Illinois,0
Williamson County,17199,Illinois,0
Winnebago County,17201,Illinois,0
Woodford County,17203,Illinois,0
Adams County,18001,Indiana,0
Allen County,18003,Indiana,0
Bartholomew County,18005,Indiana,0
Benton County,18007,Indiana,0
Blackford County,18009,Indiana,0
Boone County,18011,Indiana,0
Brown County,18013,Indiana,0
Carroll County,18015,Indiana,0
Cass County,18017,Indiana,0
Clark County,18019,Indiana,0
Clay County,18021,Indiana,0
Clinton County,18023,Indiana,0
Crawford County,18025,Indiana,0
Daviess County,18027,Indiana,0
Dearborn County,18029,Indiana,0
Decatur County,18031,Indiana,0
DeKalb County,18033,Indiana,0
Delaware County,18035,Indiana,0
Dubois County,18037,Indiana,0
Elkhart County,18039,Indiana,0
Fayette County,18041,Indiana,0
Floyd County,18043,Indiana,0
Fountain County,18045,Indiana,0
Franklin County,18047,Indiana,0
Fulton County,18049,Indiana,0
Gibson County,18051,Indiana,0
Grant County,18053,Indiana,0
Greene County,18055,Indiana,0
Hamilton County,18057,Indiana,0
Hancock County,18059,Indiana,0
Harrison County,18061,Indiana,0
Hendricks County,18063,Indiana,0
Henry County,18065,Indiana,0
Howard County,18067,Indiana,0
Huntington County,18069,Indiana,0
Jackson County,18071,Indiana,0
Jasper County,18073,Indiana,0
Jay County,18075,Indiana,0
Jefferson County,18077,Indiana,0
Jennings County,18079,Indiana,0
Johnson County,18081,Indiana,0
Knox County,18083,Indiana,0
Kosciusko County,18085,Indiana,0
LaGrange County,18087,Indiana,0
Lake County,18089,Indiana,1
LaPorte County,18091,Indiana,0
Lawrence County,18093,Indiana,0
Madison County,18095,Indiana,0
Marion County,18097,Indiana,0
Marshall County,18099,Indiana,0
Martin County,18101,Indiana,0
Miami County,18103,Indiana,0
Monroe County,18105,Indiana,0
Montgomery County,18107,Indiana,0
Morgan County,18109,Indiana,0
Newton County,18111,Indiana,0
Noble County,18113,Indiana,0
Ohio County,18115,Indiana,0
Orange County,18117,Indiana,0
Owen County,18119,Indiana,0
Parke County,18121,Indiana,0
Perry County,18123,Indiana,0
Pike County,18125,Indiana,0
Porter County,18127,Indiana,1
Posey County,18129,Indiana,0
Pulaski County,18131,Indiana,0
Putnam County,18133,Indiana,0
Randolph County,18135,Indiana,0
Ripley County,18137,Indiana,0
Rush County,18139,Indiana,0
Scott County,18141,Indiana,0
Shelby County,18143,Indiana,0
Spencer County,18145,Indiana,0
St. Joseph County,18147,Indiana,0
Starke County,18149,Indiana,0
Steuben County,18151,Indiana,0
Sullivan County,18153,Indiana,0
Switzerland County,18155,Indiana,0
Tippecanoe County,18157,Indiana,1
Tipton County,18159,Indiana,0
Union County,18161,Indiana,0
Vanderburgh County,18163,Indiana,0
Vermillion County,18165,Indiana,0
Vigo County,18167,Indiana,0
Wabash County,18169,Indiana,0
Warren County,18171,Indiana,0
Warrick County,18173,Indiana,0
Washington County,18175,Indiana,0
Wayne County,18177,Indiana,0
Wells County,18179,Indiana,0
White County,18181,Indiana,0
Whitley County,18183,Indiana,1
Adair County,19001,Iowa,0
Adams County,19003,Iowa,0
Allamakee County,19005,Iowa,1
Appanoose County,19007,Iowa,0
Audubon County,19009,Iowa,0
Benton County,19011,Iowa,0
Black Hawk County,19013,Iowa,1
Boone County,19015,Iowa,0
Bremer County,19017,Iowa,1
Buchanan County,19019,Iowa,0
Buena Vista County,19021,Iowa,0
Butler County,19023,Iowa,0
Calhoun County,19025,Iowa,0
Carroll County,19027,Iowa,0
Cass County,19029,Iowa,0
Cedar County,19031,Iowa,0
Cerro Gordo County,19033,Iowa,0
Cherokee County,19035,Iowa,0
Chickasaw County,19037,Iowa,0
Clarke County,19039,Iowa,0
Clay County,19041,Iowa,0
Clayton County,19043,Iowa,0
Clinton County,19045,Iowa,1
Crawford County,19047,Iowa,0
Dallas County,19049,Iowa,0
Davis County,19051,Iowa,0
Decatur County,19053,Iowa,0
Delaware County,19055,Iowa,0
Des Moines County,19057,Iowa,0
Dickinson County,19059,Iowa,0
Dubuque County,19061,Iowa,1
Emmet County,19063,Iowa,0
Fayette County,19065,Iowa,1
Floyd County,19067,Iowa,1
Franklin County,19069,Iowa,0
Fremont County,19071,Iowa,0
Greene County,19073,Iowa,0
Grundy County,19075,Iowa,0
Guthrie County,19077,Iowa,0
Hamilton County,19079,Iowa,0
Hancock County,19081,Iowa,0
Hardin County,19083,Iowa,0
Harrison County,19085,Iowa,0
Henry County,19087,Iowa,1
Howard County,19089,Iowa,0
Humboldt County,19091,Iowa,0
Ida County,19093,Iowa,0
Iowa County,19095,Iowa,0
Jackson County,19097,Iowa,0
Jasper County,19099,Iowa,0
Jefferson County,19101,Iowa,0
Johnson County,19103,Iowa,1
Jones County,19105,Iowa,0
Keokuk County,19107,Iowa,1
Kossuth County,19109,Iowa,0
Lee County,19111,Iowa,1
Linn County,19113,Iowa,1
Louisa County,19115,Iowa,1
Lucas County,19117,Iowa,0
Lyon County,19119,Iowa,0
Madison County,19121,Iowa,0
Mahaska County,19123,Iowa,0
Marion County,19125,Iowa,0
Marshall County,19127,Iowa,0
Mills County,19129,Iowa,0
Mitchell County,19131,Iowa,1
Monona County,19133,Iowa,0
Monroe County,19135,Iowa,0
Montgomery County,19137,Iowa,0
Muscatine County,19139,Iowa,1
O'Brien County,19141,Iowa,0
Osceola County,19143,Iowa,0
Page County,19145,Iowa,0
Palo Alto County,19147,Iowa,0
Plymouth County,19149,Iowa,0
Pocahontas County,19151,Iowa,0
Polk County,19153,Iowa,1
Pottawattamie County,19155,Iowa,1
Poweshiek County,19157,Iowa,0
Ringgold County,19159,Iowa,0
Sac County,19161,Iowa,0
Scott County,19163,Iowa,1
